County,Volume_in_mt,Waste_Type,Description,Site
Loiret,3.0,,TFA-09 (3 m3),THALES LAS - CUSTOMER SERVICE (FLEURY-LES-AUBRAIS)
Yvelines,0.224,,"SC (0,35 m3)",THALES LAS - ELANCOURT SITE
Pyrénées-Atlantiques,3.5,,"TFA-09 (3,5 m3)",TOTAL PRODUCTION - LACQ
Pyrénées-Atlantiques,1.0,,TFA-09 (1 m3),TOTAL PRODUCTION - LACQ
Alpes-Maritimes,0.25,,"TFA-06 (0,25 m3)",ANTOINE LACASSAGNE CENTER - RADIOTHERAPY DEPARTMENT
Seine-Maritime,0.05,,"TFA-07 (0,05 m3)",WILLIAM THE CONQUERANT CENTER - BRACHYTHERAPY
Seine-Maritime,1.7,,"TFA-07 (1,7 m3)",CENTER HENRI -BECQUEREL - RADIOTHERAPY
Aude,1.0,,TFA-07 (1 m3),Carcassonne Hospital Center - NUCLEAR MEDICINE
Vosges,0.3,,"TFA-07 (0,3 m3)",EMILE DURKHEIM HOSPITAL CENTER - CARE SERVICES
Aveyron,1.0,,TFA-07 (1 m3),JACQUES PUEL HOSPITAL CENTER - NUCLEAR MEDICINE DEPARTMENT
Savoie,0.5,,"TFA-07 (0,5 m3)",METROPOLE SAVOIE HOSPITAL CENTER - NUCLEAR MEDICINE - RADIOTHERAPY
Monaco?,1.0,,TFA-07 (1 m3),PRINCESS GRACE HOSPITAL CENTER - NUCLEAR MEDICINE
Loire,0.0004,,"SNC (0,0004 m3)",PRIVATE HOSPITAL CENTER OF THE LOIRE - NUCLEAR IMAGING CENTER (CIN) - SCINTIGRAPHY - THERAPEUTIC
Paris,0.00032,,"SC (0,0005 m3)",SAINTE-ANNE HOSPITAL CENTER - BIOLOGY LABORATORY - RADIOIMMUNOLOGY
Tarn,1.8,,"TFA-07 (1,8 m3)",CENTRE MEDICO-CHIRURGICAL CLAUDE BERNARD - SERVICE RADIOTHERAPIE - CURIETHERAPIE
Haute-Vienne,0.5,,"TFA-07 (0,5 m3)",CHU - DUPUYTREN HOSPITAL - NUCLEAR MEDICINE
Paris,0.03,,"SNC (0,03 m3)",CHU - SAINT-LOUIS HOSPITAL (AP-HP) - WASTE HOLDER
Gironde,1.0,,TFA-07 (1 m3),BORDEAUX CHU - HAUT LEVEQUE HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY
Gironde,2.0,,TFA-07 (2 m3),BORDEAUX CHU - SAINT-ANDRE HOSPITAL - RADIOTHERAPY
La Réunion,0.5,,"TFA-07 (0,5 m3)",REUNION CHU - SOUTH SITE GHSR - RADIOTHERAPY
Martinique,1.0,,TFA-07 (1 m3),CHU DE MARTINIQUE - HOPITAL CLARAC - RADIOTHERAPY
Paris,0.02112,,"SC (0,033 m3)",CHU- TENON HOSPITAL (AP-HP) - FUNCTIONAL EXPLORATIONS
Paris,0.004,,"SNC (0,004 m3)",CHU- TENON HOSPITAL (AP-HP) - FUNCTIONAL EXPLORATIONS
Paris,0.0015,,"SNC (0,0015 m3)",CHU- TENON HOSPITAL (AP-HP) - NUCLEAR MEDICINE
Doubs,0.48,,"SNC (0,48 m3)",CHU JEAN MINJOZ - NUCLEAR MEDICINE
Doubs,0.384,,"SC (0,6 m3)",CHU JEAN MINJOZ - NUCLEAR MEDICINE
Val-de-Marne,0.704,,"SC (1,1 m3)",EUROFINS BIOMNIS - RIA
Hautes-Pyrénées,0.05,,"TFA-07 (0,05 m3)",GROP - RADIOTHERAPY-CURIE THERAPY
Hautes-Pyrénées,0.05,,"TFA-07 (0,05 m3)",GROP - RADIOTHERAPY-CURIE THERAPY
Hautes-Pyrénées,0.05,,"TFA-07 (0,05 m3)",GROP - RADIOTHERAPY-CURIE THERAPY
Pyrénées-Atlantiques,0.05,,"TFA-07 (0,05 m3)",PYRENEES RADIOTHERAPY AND ONCOLOGY GROUP - PAU RADIOTHERAPY CENTER
Pyrénées-Atlantiques,0.05,,"TFA-06 (0,05 m3)",PYRENEES RADIOTHERAPY AND ONCOLOGY GROUP - PAU RADIOTHERAPY CENTER
Haut-Rhin,0.5,,"TFA-07 (0,5 m3)",HOSPITAL GROUP IN THE REGION OF MULHOUSE AND SOUTH-ALSACE - NUCLEAR MEDICINE
Seine-Saint-Denis,4.0,,TFA-07 (4 m3),INTERCOMMUNAL HOSPITAL GROUP LE RAINCY - MONTFERMEIL - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY
Rhône,1e-05,,"SNC (0,00001 m3)",EAST HOSPITAL GROUP - NUCLEAR MEDICINE CENTER
Rhône,0.3072,,"SC (0,48 m3)",EASTERN HOSPITAL GROUP - HORMONOLOGY DEPARTMENT
Rhône,0.36,,"SNC (0,36 m3)",EAST HOSPITAL GROUP - HORMONOLOGY DEPARTMENT
Hauts-de-Seine,2.5,,"TFA-07 (2,5 m3)",RENE HUGUENIN HOSPITAL - CURIE INSTITUTE - NUCLEAR MEDICINE
Hauts-de-Seine,0.0768,,"SC (0,12 m3)",RENE HUGUENIN HOSPITAL - CURIE INSTITUTE - NUCLEAR MEDICINE
Haut-Rhin,0.199,,"TFA-07 (0,199 m3)",CIVIL HOSPITALS OF COLMAR - LOUIS PASTEUR HOSPITAL - RADIOTHERAPY
Marne,0.5,,"TFA-07 (0,5 m3)",ICCREIMS POLYCLINIC OF COURLANCY - BRACHYTHERAPY
Gironde,0.6,,"TFA-07 (0,6 m3)",BERGONIE INSTITUTE - REGIONAL CENTER FOR THE FIGHT AGAINST CANCER - RADIOTHERAPY - CURIETHEPARY - NUCLEAR MEDICINE
Loire-Atlantique,0.03,,"TFA-07 (0,03 m3)",WEST INSTITUTE OF CANCEROLOGY - NANTES SITE
Gironde,1.0,,TFA-07 (1 m3),BORDEAUX NORD AQUITAINE POLYCLINIC - SELARL GOR - RADIOTHERAPY
Gironde,0.05,,"TFA-07 (0,05 m3)",BORDEAUX NORD AQUITAINE POLYCLINIC - SELARL GOR - RADIOTHERAPY
Saône-et-Loire,0.5,,"TFA-07 (0,5 m3)",MACON RADIOTHERAPY ONCOLOGY SOCIETY (SCM SORAM) - VAL DE SAONE POLYCLINIC - JB DENIS CLINIC - CURIETHERAPIE
Ille-et-Vilaine,0.2,,"SNC (0,2 m3)",HANDLES - FOUGERES LABORATORY
Ille-et-Vilaine,0.128,,"SC (0,2 m3)",HANDLES - FOUGERES LABORATORY
Vienne,0.03,,"SNC (0,03 m3)",BIOALTERNATIVES SA - BIOLOGY MOLECULAR AND CELLULAR
Ille-et-Vilaine,0.1,,"SNC (0,1 m3)",BIOPROJECT - BIOTECH - RESEARCH CENTER / BIOCHEMISTRY
Loiret,0.0256,,"SC (0,04 m3)",GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING
Loiret,0.0768,,"SC (0,12 m3)",GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING
Loiret,0.04,,"SNC (0,04 m3)",GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING
Rhône,5.0,,TFA-06 (5 m3),CERMEP - CYCLOTRON BIOMEDICAL - RADIOCHEMISTRY - LIVE IMAGING
Nord,0.05,,"SNC (0,05 m3)",CENTRALE LILLE INSTITUT ENSCL - UCCS - UMR CNRS 8181-SOLID CHEMISTRY AXIS
Paris,0.0768,,"SC (0,12 m3)",SAINT-ANTOINE RESEARCH CENTER - UMRS 938
Monaco?,0.064,,"SC (0,1 m3)",MONACO SCIENTIFIC CENTER - MARINE BIOLOGY UNIT
Eure,0.1536,,"SC (0,24 m3)",CHARLES RIVER LABORATORIES EVREUX - MISEREY SITE
Eure,0.36,,"SNC (0,36 m3)",CHARLES RIVER LABORATORIES EVREUX - MISEREY SITE
Paris,0.1536,,"SC (0,24 m3)",CHU - BICHAT HOSPITAL GROUP - CLAUDE BERNARD - PARASITOLOGY DEPARTMENT
Essonne,0.0064,,"SC (0,01 m3)",CNRS - GIF-SUR-YVETTE CAMPUS - CEA/CNRS/UVSQ - UMR 8212 - CLIMATE AND ENVIRONMENTAL SCIENCES LABORATORY (LSCE)
Deux-Sèvres,0.24,,"SNC (0,24 m3)",CNRS - CENTER D&#39;ETUDES BIOLOGIQUES DE CHIZE (CEBC) - CNRS - CEBC UMR7372
Loiret,0.2304,,"SC (0,36 m3)",CNRS - ORLEANS - CNRS - CEMHTI - UPR 3079 EXTREME CONDITIONS AND MATERIALS: HIGH TEMPERATURE AND IRRADIATION
Loiret,0.6,,"SNC (0,6 m3)",CNRS - ORLEANS - CNRS - CEMHTI - UPR 3079 EXTREME CONDITIONS AND MATERIALS: HIGH TEMPERATURE AND IRRADIATION
Loiret,2.5,,"TFA-06 (2,5 m3)",CNRS - ORLEANS - CNRS - CEMHTI - UPR 3079 EXTREME CONDITIONS AND MATERIALS: HIGH TEMPERATURE AND IRRADIATION
Loiret,0.00064,,"SC (0,001 m3)",CNRS - ORLEANS - IRAMAT (ARCHEOMATERIALS RESEARCH CENTER)
Meurthe-et-Moselle,0.00064,,"SNC (0,00064 m3)",CNRS - University of Lorraine - UMR 7564 LABORATORY OF PHYSICAL CHEMISTRY AND MICROBIOLOGY FOR THE ENVIRONMENT
Meurthe-et-Moselle,0.0001,,"SNC (0,0001 m3)",CNRS - University of Lorraine - UMR 7564 LABORATORY OF PHYSICAL CHEMISTRY AND MICROBIOLOGY FOR THE ENVIRONMENT
Alpes-Maritimes,0.008,,"SNC (0,008 m3)",CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - UMR 7329 GEOSCIENCES AZUR
Alpes-Maritimes,0.008,,"SNC (0,008 m3)",CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - UMR 7329 GEOSCIENCES AZUR
Aude,0.56,,"SNC (0,56 m3)",EDF - INDUSTRIAL DEPARTMENT - LBM
Gard,0.4,,"SNC (0,4 m3)",EUROFINS - ADME BIOANALYSES - PHARMACEUTICAL RESEARCH
Gard,0.7168,,"SC (1,12 m3)",EUROFINS - ADME BIOANALYSES - PHARMACEUTICAL RESEARCH
Ille-et-Vilaine,0.12,,"SNC (0,12 m3)",EUROSAFE - ETUDE DE METABOLISM
Nord,0.04,,"SNC (0,04 m3)","FACULTY OF MEDICINE - RESEARCH POLE - UMR1011 - NUCLEAR RECEPTORS, CARDIOVASCULAR DISEASES AND DIABETES"
Val-de-Marne,0.0768,,"SC (0,12 m3)",FACULTY OF MEDICINE OF CRETEIL - HENRY MONDOR CHU - INSERM - U 955 (EX 841) MONDOR INSTITUTE FOR BIOMEDICAL RESEARCH (IMRB)
Val-de-Marne,0.6,,"SNC (0,6 m3)",FACULTY OF MEDICINE OF CRETEIL - HENRY MONDOR CHU - INSERM - U 955 (EX 841) MONDOR INSTITUTE FOR BIOMEDICAL RESEARCH (IMRB)
Hauts-de-Seine,0.04,,"SNC (0,04 m3)",CHATENAY-MALABRY FACULTY OF PHARMACY - HEALTH AND SAFETY DEPARTMENT
Hauts-de-Seine,0.05632,,"SC (0,088 m3)",CHATENAY-MALABRY FACULTY OF PHARMACY - LIP(SYS)2 UNIT
Val-de-Marne,0.04,,"SNC (0,04 m3)","FACULTY OF SCIENCE AND TECHNOLOGY - UNIV. PARIS XII - CMC - CELLULAR GROWTH, TISSUE REPAIR AND REGENERATION LABORATORY (INSERM UMR 7149)"
Loire-Atlantique,4.401,,"TFA-06 (4,401 m3)",GIP ARRONAX - PRODUCTION AND RESEARCH CYCLOTRON
Loire-Atlantique,8.757,,"TFA-06 (8,757 m3)",GIP ARRONAX - PRODUCTION AND RESEARCH CYCLOTRON
La Réunion,0.1536,,"SC (0,24 m3)",GIP CYCLOTRON REUNION OCEAN INDIEN - RADIOPHARMACEUTICAL PRODUCTION / RESEARCH IN SMALL ANIMAL IMAGING
Yvelines,0.0192,,"SC (0,03 m3)",INRAE - VERSAILLES-GRIGNON CENTER - JEAN-PIERRE BOURGIN INSTITUTE - UMR 1318
Yvelines,0.12,,"SNC (0,12 m3)",INRAE - VERSAILLES-GRIGNON CENTER - U 1402 - ECOSYS-EGER
Yvelines,0.0768,,"SC (0,12 m3)",INRAE - VERSAILLES-GRIGNON CENTER - U 1402 - ECOSYS-EGER
Yvelines,0.0064,,"SC (0,01 m3)",INRAE - VERSAILLES-GRIGNON CENTER - SDAR UNIT
Yvelines,0.0186,,"SNC (0,0186 m3)",INRAE - VERSAILLES-GRIGNON CENTER - SDAR UNIT
Ille-et-Vilaine,0.1,,"SNC (0,1 m3)","INRAE - RENNES RESEARCH CENTER - UMR PEGASE (PHYSIOLOGY, ENVIRONMENT AND GENETICS FOR ANIMALS AND LIVESTOCK SYSTEMS)"
Haute-Garonne,0.00096,,"SC (0,0015 m3)",INRAE - TOULOUSE MIDI-PYRENEES RESEARCH CENTER - LABORATORY FOR PLANT-MICRO-ORGANISM ENVIRONMENTAL INTERACTIONS (LIPME) UMR INRA/CNRS 441/2594
Indre-et-Loire,0.04,,"SNC (0,04 m3)",INRAE - TOURS RESEARCH CENTER - UMR PCR (PHYSIOLOGY OF REPRODUCTION AND BEHAVIOR)
Gironde,0.04,,"SNC (0,04 m3)",INSTITUTE OF BIOCHEMISTRY AND CELLULAR GENETICS - UMR 5095
Meurthe-et-Moselle,0.1,,"SNC (0,1 m3)",NATIONAL SAFETY RESEARCH INSTITUTE (INRS) - LORRAINE CENTER - TOXICOLOGY
Meurthe-et-Moselle,0.16,,"SC (0,25 m3)",NATIONAL SAFETY RESEARCH INSTITUTE (INRS) - LORRAINE CENTER - TOXICOLOGY
Guyane,0.0768,,"SC (0,12 m3)",INSTITUT PASTEUR IN GUIANA - PARASITOLOGY
Guyane,0.0768,,"SC (0,12 m3)",INSTITUT PASTEUR IN GUIANA - PARASITOLOGY
Yvelines,0.4608,,"SC (0,72 m3)",IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT
Yvelines,2.0,,SNC (2 m3),IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT
Manche,0.03,,"SNC (0,03 m3)","LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)"
Manche,0.004,,"SNC (0,004 m3)","LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)"
Hautes-Pyrénées,0.0768,,"SC (0,12 m3)",PYRENEES AND LANDES LABORATORIES - WATER RADIOACTIVITY MEASUREMENT UNIT
Essonne,0.15,,"SNC (0,15 m3)",ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS
Essonne,0.096,,"SC (0,15 m3)",ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS
Loire-Atlantique,0.016,,"SC (0,025 m3)",ONIRIS - LABONIRIS
Haute-Garonne,0.0768,,"SC (0,12 m3)",PHYSIOGENEX - RESEARCH IN BIOLOGY
Essonne,0.1536,,"SC (0,24 m3)",SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH
Essonne,0.12,,"SNC (0,12 m3)",SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH
Val-de-Marne,0.0768,,"SC (0,12 m3)",SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER
Val-de-Marne,0.36,,"SNC (0,36 m3)",SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER
Vienne,0.12,,"SNC (0,12 m3)",SGS FRANCE - LIFE SERVICES SAINT BENOIT
Vienne,0.2304,,"SC (0,36 m3)",SGS FRANCE - LIFE SERVICES SAINT BENOIT
Loire-Atlantique,0.05,,"SNC (0,05 m3)",SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR
Paris,0.0768,,"SC (0,12 m3)",SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138
Finistère,0.04,,"SNC (0,04 m3)",BIOLOGICAL STATION - UMR8227 - UMR7144
Loiret,0.12,,"SNC (0,12 m3)",SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER
Pyrénées-Atlantiques,0.003,,"TFA-09 (0,003 m3)",TOTAL SE - PAU ESTABLISHMENT - HSE DEPARTMENT - HSE LABORATORIES COORDINATION DEPARTMENT
Indre-et-Loire,0.0768,,"SC (0,12 m3)",UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J
Indre-et-Loire,0.12,,"SNC (0,12 m3)",UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J
Rhône,0.05,,"SNC (0,05 m3)",CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3
Rhône,0.1,,"SNC (0,1 m3)",CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3
Rhône,0.04,,"SNC (0,04 m3)",UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246
Rhône,0.0768,,"SC (0,12 m3)",UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246
Alpes-Maritimes,0.12,,"SNC (0,12 m3)","COTE D&#39;AZUR UNIVERSITY - FACULTY OF MEDICINE - IRCAN INSERM U1081, CNRS UMR 7284"
Maine-et-Loire,0.0768,,"SC (0,12 m3)",UNIVERSITY OF ANGERS - RADIOBIOLOGY AND EXPERIMENTAL IMAGING PLATFORM (PRIMEX)
Pas-de-Calais,0.1536,,"SC (0,24 m3)",UNIVERSITY OF ARTOIS - Laboratory of the Blood-brain Barrier
Puy-de-Dôme,0.0768,,"SC (0,12 m3)",AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES
Gironde,0.03,,"SNC (0,03 m3)",UNIVERSITY OF BORDEAUX - MEMBRANE BIOGENESIS LABORATORY - UMR CNRS 5200
Gironde,6.4e-07,,"SC (0,000001 m3)",UNIVERSITY OF BORDEAUX - JOINT INSERM LABORATORY U 1026 - BIOPHYSICS
Nord,0.0768,,"SC (0,12 m3)",UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT
Meurthe-et-Moselle,0.014,,"SNC (0,014 m3)",UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE
Meurthe-et-Moselle,6.4e-06,,"SC (0,00001 m3)",UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE
Rhône,5e-05,,"SNC (0,00005 m3)",UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I)
Loire-Atlantique,1.152,,"SC (1,8 m3)",UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH)
Loire-Atlantique,1.2,,"SNC (1,2 m3)",UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH)
Pyrénées-Atlantiques,0.00448,,"SC (0,007 m3)",UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY
Seine-Maritime,0.08,,"SNC (0,08 m3)",UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP
Seine-Maritime,0.8448,,"SC (1,32 m3)",UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP
Bas-Rhin,0.064,,"SC (0,1 m3)",UNIVERSITY OF STRASBOURG - IREBS - UMR 7242
Nord,0.01,,"SNC (0,01 m3)",UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY
Isère,0.03,,"SNC (0,03 m3)",GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY
Paris,0.064,,"SC (0,1 m3)",UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN
Paris,0.064,,"SC (0,1 m3)",UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN
Paris,0.01152,,"SC (0,018 m3)",PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER
Haute-Garonne,0.01,,"SNC (0,01 m3)",PAUL SABATIER UNIVERSITY - CNRS - UPS - UMR 5546 POLE OF PLANT BIOTECHNOLOGY
Oise,0.1,,"SNC (0,1 m3)",UTC COMPIEGNE - DEPARTMENT OF BIOLOGICAL ENGINEERING
Gard,0.000128,,"SC (0,0002 m3)",IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH
Isère,0.32,,"SNC (0,32 m3)",NCT - Container maintenance
Isère,0.2304,,"SC (0,36 m3)",NCT - Container maintenance
Monaco?,1.5,,"TFA-07 (1,5 m3)",MONEGASQUE SANITATION COMPANY - SMA
Essonne,0.2432,,"SC (0,38 m3)",PETNET SOLUTIONS - PRODUCTION CENTER
Essonne,0.02,,"SNC (0,02 m3)",PETNET SOLUTIONS - PRODUCTION CENTER
Morbihan,0.1,déchets solides d'exploitation,"rags, gloves and small plastic packaging (0.1 m3 - 1 drum)",AIR FORCE - AIA OF BRITTANY
Eure,0.2,Déchets de démantélements ,Waste resulting from the handling of tritiated elements from famas (0.2 m3),AIR FORCE - BA 105 EVREUX
Vaucluse,0.12,matériel terrestre,environmental material (0.12 m3 - 1 drum),AIR FORCE - BA 115 ORANGE
Landes,0.1,Déchets issus de décontamination sommaire,Nitrile gloves and compresses from the decontamination of a DOM DOR 309 calibration and test bench. (0.1 m3 - 0.1 t - 1 drum),AIR ARMY - BA 118 MONT-DE-MARSAN
Landes,0.1,Déchets issus de décontamination sommaire,Nitrile gloves and compresses from the decontamination of tritiated navigation instruments from an AlPHAJET. (0.1 m3 - 0.1 t - 1 Drum),AIR ARMY - BA 118 MONT-DE-MARSAN
Bouches-du-Rhône,0.84,Déchets de démantèlement,Incinerable solids (0.84 m3 - 7 drums),AIR FORCE - BA 701 SALON DE PROVENCE
Bouches-du-Rhône,1.0,Déchets de démantèlement,Electronic equipment (1 m3 - 5 drums),AIR FORCE - BA 701 SALON DE PROVENCE
Bouches-du-Rhône,0.4,Déchets de démantèlement,Other non-incinerable solids (0.4 m3 - 2 drums),AIR FORCE - BA 701 SALON DE PROVENCE
Bouches-du-Rhône,0.24,Déchets de démantèlement,Miscellaneous (0.24 m3 - 2 Drums),AIR FORCE - BA 701 SALON DE PROVENCE
Indre-et-Loire,0.06,Déchets de démantèlement,Boxes (0.06 m3 - 2 boxes),AIR FORCE - BA 705 CINQ MARS
Indre-et-Loire,0.12,Déchets de démantèlement,Drum F120 (0.12 m3 - 1 drum),AIR FORCE - BA 705 CINQ MARS
Var,66.0,Déchets de tir missiles,"Metal pieces, fibers and dust. (66 m3)",ARMEE DE TERRE - ZT SUD - 1 RCA - MONTFERRAT
Aveyron,0.4,Fûts de thorium,Thorium tracers (0.4 m3),ARMY - SOUTH ZT - 13th DBLE - THE CAVALRY
Aveyron,30.0,Résidus de tirs missiles,Big-bag containing the elements resulting from the shooting (30 m3),ARMY - SOUTH ZT - 13th DBLE - THE CAVALRY
Gard,0.152,Déchets solides,Technological waste (0.152 m3 - 0.12 t),ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES
Essonne,210.0,Terres et gravats ,Waste from the former factory of the Compagnie Industrielle des Combustibles Atomiques Frittés. Mass activity&lt;74Bq/g (140 m3),CEA CIVIL - L&#39;ORME-DES-MERISIERS
Gard,16.91,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (plastic, metal, inert) (16.91 m3)",CEA CIVIL - MARCOULE (ATALANTE - PHENIX)
Gard,0.66,Déchets d'exploitation et de maintenance,Electrical and electronic waste (WEEE) (0.66 m3),CEA CIVIL - MARCOULE (ATALANTE - PHENIX)
Essonne,22000.0,Déchets TFA (28 000 tonnes),"tailings and sludge mixed with earth and rubble (28,000 t)",CEA CIVIL - BOUCHET SITE
Essonne,41.4,Déchets radioactifs conditionnés ou non et entreposés dans les installations,Miscellaneous waste (metallic and non-metallic) contaminated with depleted uranium (207 drums of 200 liters),CEA DAM - BRUYERES-LE-CHATEL
Essonne,233.55,Déchets radioactifs conditionnés ou non et entreposés dans les installations,Contaminated scrap metal (173 cases),CEA DAM - BRUYERES-LE-CHATEL
Essonne,182.0,Déchets radioactifs conditionnés ou non et entreposés dans les installations,VLL waste packaged in big-bags (208 big-bags of 1 m3),CEA DAM - BRUYERES-LE-CHATEL
Essonne,10.68,Déchets radioactifs conditionnés ou non et entreposés dans les installations,TFA unit parts (10.68 m3),CEA DAM - BRUYERES-LE-CHATEL
Essonne,8.31,Déchets radioactifs conditionnés ou non et entreposés dans les installations,VLL waste packaged in CPP (3 CPP),CEA DAM - BRUYERES-LE-CHATEL
Gironde,21.0,Déchets contaminés Ta182 W181,Compactable non-metallic waste (21 m3),THE LADY - THE CUP
Gironde,0.002,Déchets contaminés en uranium,"Rubble, earth (0.002 m3 - 1 Unit)",CEA DAM - CESTA ENTREPOSAGE
Marne,6.0,Déchets contaminés par de l'uranium appauvri,Bulk metal waste from testing (6 t),CEA DAM - MORONVILLIERS
Marne,5.4,Déchets contaminés par de l'uranium appauvri,Waste from tests packaged in drums (all matrices) (5.4 m3),CEA DAM - MORONVILLIERS
Marne,100.625,Déchets contaminés par de l'uranium appauvri,"Waste (soil, rubble, etc.) from tests and rehabilitation actions packaged in big-bags (100.625 m3)",CEA DAM - MORONVILLIERS
Marne,6.75,Déchets contaminés par de l'uranium appauvri,Waste from tests packaged in racks (6.75 m3),CEA DAM - MORONVILLIERS
Marne,4.44,Déchets contaminés par de l'uranium appauvri,Incinerable waste (4.44 m3),CEA DAM - MORONVILLIERS
Marne,18.65,Déchets contaminés par de l'uranium appauvri,VLL solid waste (18.65 m3),CEA DAM - MORONVILLIERS
Marne,850.6,Déchets contaminés par de l'uranium appauvri,VLL liquid waste (850.6 m3),CEA DAM - MORONVILLIERS
Ain,1036.0,Dechets TFA,metal waste (2072 m3),CERN - SITE DE PREVESSIN-MOENS
Ain,567.0,Dechets TFA,non-metallic waste (1134 m3),CERN - SITE DE PREVESSIN-MOENS
Ain,321.0,Dechets TFA,inert waste (321 m3),CERN - SITE DE PREVESSIN-MOENS
Ain,50.0,Dechets TFA,liquid waste (50 m3),CERN - SITE DE PREVESSIN-MOENS
Ain,151.5,Dechets TFA,miscellaneous waste (303 m3),CERN - SITE DE PREVESSIN-MOENS
Gard,49.2,Déchets conditionnés en attente de livraison à l'ANDRA ,Lingots TFA (328 t ),CYCLIFE FRANCE - CENTRACO
Gard,23.798,Déchets de faible activité (FA),Metal waste awaiting processing by TFA fusion (163 t),CYCLIFE FRANCE - CENTRACO
Gard,11.344,Déchets conditionnés en attente de livraison à l'ANDRA ,Caisson I2 TFA (16 t ),CYCLIFE FRANCE - CENTRACO
Gard,1.702,Déchets conditionnés en attente de livraison à l'ANDRA ,Boral crushed (2 t),CYCLIFE FRANCE - CENTRACO
Gard,131.0,Déchets de faible activité (FA),Miscellaneous Waste (Bulk) (131 t ),CYCLIFE FRANCE - CENTRACO
Gard,0.0831,Déchets de faible activité (FA),Waste AP1401 (0.1 t),CYCLIFE FRANCE - CENTRACO
Gironde,23.0,Benne radioactive,Contaminated land (1 Dumpster),DISCHARGE THE AUDENGE - AUDENGE
Gironde,2.5,Benne radioactive,Other objects (1 Bache),DISCHARGE THE AUDENGE - AUDENGE
