VILLE,DEPARTEMENT,CODE INSEE,NOM DU SITE,GROUPE DE DECHETS,SOUS-GROUPE DE DECHETS,DESCRIPTION PHYSIQUE,CATEGORIE,FAMILLE IN,VOLUME EQUIVALENT CONDITIONNE,MAJORATION,ACTIVITE ( Bq),PRINCIPAUX RADIONUCLEIDES
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES 1 - FACULTY OF PHARMACY - INSERM U 1085 - IRSET&quot;,"""0""","""0""","&quot;SL (0,12 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00708""","""0""","""4,05E+06""","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES 1 - FACULTY OF PHARMACY - INSERM U 1085 - IRSET&quot;,"""0""","""0""","&quot;LA (0,03 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","&quot;1,72E+07&quot;","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,02 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00158""","""0""","""3,50E+08""","""55Fe"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""4,00E+07""",&quot;59Fe&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""2,50E+07""",&quot;86Rb&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""2,00E+07""","""51Cr"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""1,60E+08""","""54Mn"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""1,50E+08""","""60Co"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""8,00E+07""","""134Cs"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""6,00E+07""","""46Sc"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""6,00E+07""",&quot;65Zn&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""2,00E+07""",&quot;233Pa&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""2,00E+07""","""182Ta"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""1,50E+07""",&quot;58Co&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""4,00E+06""","""141Ce"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - CNRS - UMR 6118 GEOSCIENCES OF RENNES&quot;,"""0""","""0""","&quot;SI (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000079""","""0""","""2,00E+06""",&quot;95Zr&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - ENVIRONMENT SAFETY PREVENTION DEPARTMENT&quot;,"""0""","""0""","&quot;S01 (0,00002 m3)&quot;",&quot;OTHERS&quot;,"""S01""","""0""","""0""","""1,00E+06""","""14C, 226Ra"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - ENVIRONMENT SAFETY PREVENTION DEPARTMENT&quot;,"""0""","""0""","&quot;LA (0,06 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","&quot;5,90E+07&quot;","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - ENVIRONMENT SAFETY PREVENTION DEPARTMENT&quot;,"""0""","""0""","&quot;SC (0,0002 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,000128""","""0""","""2,00E+09""","&quot;3H, 14C, 22Na, 36Cl, 57Co, 45Ca&quot;"
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - ENVIRONMENT SAFETY PREVENTION DEPARTMENT&quot;,"""0""","""0""","&quot;DIV9-09 (0,05 m3)&quot;",&quot;FA-VL&quot;,&quot;DIV9-09&quot;,"""0,05""","""0""","""1,00E+09""","""U, Th"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - ENVIRONMENT SAFETY PREVENTION DEPARTMENT&quot;,"""0""","""0""","&quot;SC (0,12 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,0768""","""0""","""1,00E+06""","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM - U1241- NUTRITION-METABOLISM &amp; CANCER&quot;,"""0""","""0""","&quot;LA (0,005 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""5,00E+06""","""3H, 14C, 55Fe"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM - U1241- NUTRITION-METABOLISM &amp; CANCER&quot;,"""0""","""0""","&quot;SC (0,5 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,32""","""0""","""3,00E+06""","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM - U1241- NUTRITION-METABOLISM &amp; CANCER&quot;,"""0""","""0""",&quot;SL (1 m3)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0,059""","""0""","""5,00E+06""","""3H, 14C"""
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM UMR U1085&quot;,"""0""","""0""","&quot;SI (0,085 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,006715""","""0""","&quot;1,90E+06&quot;",&quot;3H&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM UMR U1085&quot;,"""0""","""0""","&quot;SLV (0,04 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00236""","""0""","""1,10E+05""",&quot;3H&quot;
&quot;REINDEER&quot;,"""35""","""35238""",&quot;UNIVERSITY OF RENNES I - INSERM UMR U1085&quot;,"""0""","""0""","&quot;SL (0,05 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00295""","""0""","""1,10E+05""",&quot;3H&quot;
&quot;MONT-SAINT-AIGNAN&quot;,"""76""","""76451""",&quot;UNIVERSITY OF ROUEN - INSERM - U1239&quot;,"""0""","""0""","&quot;SL (0,06 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00354""","""0""","""4,00E+04""",&quot;3H&quot;
&quot;MONT-SAINT-AIGNAN&quot;,"""76""","""76451""",&quot;UNIVERSITY OF ROUEN - INSERM - U1239&quot;,"""0""","""0""","&quot;SI (0,06 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00474""","""0""","""1,00E+04""",&quot;3H&quot;
&quot;MONT-SAINT-AIGNAN&quot;,"""76""","""76451""",&quot;UNIVERSITY OF ROUEN - INSERM - U1239&quot;,"""0""","""0""","&quot;LA (0,015 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""8,00E+06""",&quot;3H&quot;
&quot;SAINT-ETIENNE-DU-ROUVRAY&quot;,"""76""","""76575""",&quot;UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP&quot;,"""0""","""0""","&quot;SNC (0,08 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,08""","""0""","""2,00E+05""","""60Co"""
&quot;SAINT-ETIENNE-DU-ROUVRAY&quot;,"""76""","""76575""",&quot;UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP&quot;,"""0""","""0""","&quot;LS-LH (0,005 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""4,00E+05""","""60Co"""
&quot;SAINT-ETIENNE-DU-ROUVRAY&quot;,"""76""","""76575""",&quot;UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP&quot;,"""0""","""0""","&quot;SC (1,32 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,8448""","""0""","""3,00E+05""","""60Co"""
&quot;SAINT-ETIENNE-DU-ROUVRAY&quot;,"""76""","""76575""",&quot;UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP&quot;,"""0""","""0""","&quot;LA (0,01 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""3,00E+05""","""60Co"""
&quot;SAINT-ETIENNE-DU-ROUVRAY&quot;,"""76""","""76575""",&quot;UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP&quot;,"""0""","""0""","&quot;LA (0,002 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""3,00E+04""",&quot;IN&quot;
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357&quot;,"""0""","""0""","&quot;SI (0,02 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00158""","""0""","""1,62E+08""","""3H, 14C"""
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357&quot;,"""0""","""0""","&quot;LA (0,012 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""4,10E+07""","""3H, 14C"""
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357&quot;,"""0""","""0""","&quot;LS-LH (0,044 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""6,20E+07""","""3H, 14C"""
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357&quot;,"""0""","""0""","&quot;SNC (0,02 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,02""","""0""","&quot;3,83E+07&quot;","""3H, 14C"""
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357&quot;,"""0""","""0""","&quot;SL (0,001 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,000059""","""0""","&quot;1,66E+06&quot;","""14C"""
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104&quot;,"""0""","""0""","&quot;SI (0,24 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,01896""","""0""","""7,00E+07""","""3H, 14C"""
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104&quot;,"""0""","""0""","&quot;SL (0,24 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,01416""","""0""","""4,00E+07""","""3H, 14C"""
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104&quot;,"""0""","""0""","&quot;LA (0,12 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""1,20E+08""","""3H, 14C"""
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IREBS - UMR 7242&quot;,"""0""","""0""","&quot;SC (0,1 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,064""","""0""","""6,58E+05""",&quot;3H&quot;
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IREBS - UMR 7242&quot;,"""0""","""0""","&quot;LA (0,032 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","&quot;7,90E+06&quot;",&quot;3H&quot;
&quot;ILLKIRCH-GRAFFENSTADEN&quot;,"""67""","""67218""",&quot;UNIVERSITY OF STRASBOURG - IREBS - UMR 7242&quot;,"""0""","""0""","&quot;SL (0,12 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00708""","""0""","&quot;4,61E+06&quot;",&quot;3H&quot;
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITY OF STRASBOURG - U 1110 - VIRUS-HOST INTERACTIONS AND HEPATIC DISEASES&quot;,"""0""","""0""","&quot;SI (1,5 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,1185""","""0""","""5,50E+09""",&quot;3H&quot;
"""STRASBOURG""","""67""","""67482""",&quot;UNIVERSITY OF STRASBOURG - U 1110 - VIRUS-HOST INTERACTIONS AND HEPATIC DISEASES&quot;,"""0""","""0""","&quot;SNC (0,01 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,01""","""0""","""1,00E+06""","""14C"""
&quot;VILLENEUVE D&#39;ASCQ&quot;,"""59""","""59009""",&quot;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY&quot;,"""0""","""0""","&quot;SL (0,02 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00118""","""0""","""8,00E+03""",&quot;3H&quot;
&quot;VILLENEUVE D&#39;ASCQ&quot;,"""59""","""59009""",&quot;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY&quot;,"""0""","""0""","&quot;SI (0,09 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00711""","""0""","""2,09E+07""",&quot;3H&quot;
&quot;VILLENEUVE D&#39;ASCQ&quot;,"""59""","""59009""",&quot;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY&quot;,"""0""","""0""","&quot;LA (0,025 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;2.46E+08&quot;,"""3H, 14C"""
&quot;VILLENEUVE D&#39;ASCQ&quot;,"""59""","""59009""",&quot;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY&quot;,"""0""","""0""","&quot;LS-LH (0,025 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""4,00E+05""",&quot;3H&quot;
&quot;VILLENEUVE D&#39;ASCQ&quot;,"""59""","""59009""",&quot;UNIVERSITY OF SCIENCE AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY&quot;,"""0""","""0""","&quot;SNC (0,01 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,01""","""0""","""2,28E+07""",&quot;3H&quot;
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS&quot;,"""0""","""0""","&quot;SI (0,3 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,0237""","""0""",&quot;3.51E+08&quot;,"""3H, 14C"""
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS&quot;,"""0""","""0""","&quot;SL (0,25 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,01475""","""0""","""3,50E+06""","""3H, 14C"""
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS&quot;,"""0""","""0""","&quot;SO (0,01 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00079""","""0""","""5,00E+06""","""14C"""
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS&quot;,"""0""","""0""","&quot;LA (0,029 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""1,16E+08""","&quot;3H, 68 Ge&quot;"
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY&quot;,"""0""","""0""","&quot;SI (0,03 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00237""","""0""","""0,00E+00""",&quot;3H&quot;
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY&quot;,"""0""","""0""","&quot;LA (0,01 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""0,00E+00""",&quot;3H&quot;
&quot;THE HEAD&quot;,"""38""","""38516""",&quot;GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY&quot;,"""0""","""0""","&quot;SNC (0,03 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,03""","""0""","""0,00E+00""",&quot;3H&quot;
"""GRENOBLE""","""38""","""38185""",&quot;GRENOBLES ALPES UNIVERSITY - NEUROSCIENCE INSTITUTE - INSERM - U 836&quot;,"""0""","""0""","&quot;SL (0,12 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00708""","""0""","""4,15E+04""","""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;GRENOBLES ALPES UNIVERSITY - NEUROSCIENCE INSTITUTE - INSERM - U 836&quot;,"""0""","""0""","&quot;LA (0,015 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","&quot;8,90E-01&quot;","""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;GRENOBLES ALPES UNIVERSITY - NEUROSCIENCE INSTITUTE - INSERM - U 836&quot;,"""0""","""0""","&quot;SI (0,06 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00474""","""0""","""1,11E+04""","""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;GRENOBLES ALPES UNIVERSITY - NEUROSCIENCE INSTITUTE - INSERM - U 836&quot;,"""0""","""0""","&quot;LA (0,027 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;2.64E+06&quot;,&quot;238U&quot;
"""GRENOBLE""","""38""","""38185""",&quot;GRENOBLES ALPES UNIVERSITY - NEUROSCIENCE INSTITUTE - INSERM - U 836&quot;,"""0""","""0""","&quot;SI (0,05 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00395""","""0""","&quot;5,55E+03&quot;",&quot;238U&quot;
"""GRENOBLE""","""38""","""38185""",&quot;UNIVERSITY OF GRENOBLES ALPES - UFR OF BIOLOGY - CNRS - LABORATORY OF ALPINE ECOLOGY (LECA)&quot;,"""0""","""0""","&quot;SI (0,12 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,00948""","""0""","&quot;1,36E+05&quot;","""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;UNIVERSITY OF GRENOBLES ALPES - UFR OF BIOLOGY - CNRS - LABORATORY OF ALPINE ECOLOGY (LECA)&quot;,"""0""","""0""","&quot;SNC (0,12 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,12""","""0""","&quot;7,70E+05&quot;","""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;UNIVERSITY OF GRENOBLES ALPES - UFR OF BIOLOGY - CNRS - LABORATORY OF ALPINE ECOLOGY (LECA)&quot;,"""0""","""0""","&quot;SNC (0,12 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,12""","""0""",&quot;1.34E+06&quot;,"""3H, 14C"""
"""GRENOBLE""","""38""","""38185""",&quot;UNIVERSITY OF GRENOBLES ALPES - UFR OF BIOLOGY - CNRS - LABORATORY OF ALPINE ECOLOGY (LECA)&quot;,"""0""","""0""","&quot;SNC (0,12 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,12""","""0""","&quot;1,70E+06&quot;","""3H, 14C"""
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;SL (0,1 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,0059""","""0""","""3,00E+04""",&quot;3H&quot;
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;SC (0,1 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,064""","""0""","""3,00E+05""",&quot;3H&quot;
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;LA (0,03 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""6,00E+06""",&quot;3H&quot;
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;SI (0,1 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,0079""","""0""","""6,60E+05""","""14C"""
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;LA (0,02 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""2,50E+07""","""14C"""
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;LS-LH (0,025 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""2,00E+04""",&quot;3H&quot;
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;LS-LH (0,005 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""","""7,00E+06""","""14C"""
"""PARIS 06""","""75""","""75106""",&quot;UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN&quot;,"""0""","""0""","&quot;SC (0,1 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,064""","""0""","""6,60E+05""","""14C"""
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;S01 (0,00001 m3)&quot;",&quot;OTHERS&quot;,"""S01""","""0""","""0""","""4,50E+04""",&quot;133Ba&quot;
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;SI (0,36 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,02844""","""0""","""2,50E+07""","""3H, 14C"""
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;SLV (0,24 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,01416""","""0""","&quot;1,77E+09&quot;","""3H, 14C"""
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;SL (0,24 m3)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,01416""","""0""","""4,00E+07""","""14C"""
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;SNC (0,12 m3)&quot;","""TFA""","""TFA(SC-SNC)""","""0,12""","""0""","""1,00E+07""","""14C"""
"""ORSAY""","""91""","""91471""",&quot;UNIVERSITY OF PARIS SUD - Institute of Plant Sciences of Paris-Saclay (IPS2)&quot;,"""0""","""0""","&quot;GAZ (0,00006 m3)&quot;",&quot;OTHERS&quot;,"""DSF""","""0,00006""","""0""","&quot;7,77E+07&quot;","""14C"""
